episode,stage,daily_cost_usd,min_voltage_pu,violation_rate_pct,service_quality,q_activation_freq,curtailed_kwh,peak_mw,wall_s
0,0,37.67037149781664,0.9533621913598197,0.0,0.917139245799619,0.0,0.0,3.3808617150886655,15.6
1,0,32.01031023711635,0.951164702383255,0.0,0.8559849387254383,0.0,0.0,3.4599537304326926,15.3
2,0,22.16709044869117,0.9517135888531507,0.0,0.5908134415490363,0.0,0.0,3.459273643349176,15.0
3,0,26.826055402118193,0.9523623982668193,0.0,0.7833850087200173,0.0,0.0,3.4046715275251054,15.0
4,0,25.180228944626148,0.9523513787643801,0.0,0.8016624272688119,0.0,0.0,3.413523074649127,15.0
5,0,34.431896609328675,0.9515354206572514,0.0,0.7604462777185594,0.0,0.0,3.44774763485152,15.1
6,0,30.81155718996522,0.9524058477100626,0.0,0.7908911219447203,0.0,0.0,3.4024770526077446,15.2
7,0,49.40170108472717,0.9528487439267859,0.0,0.907071507896789,0.0,0.0,3.421796502143588,15.0
8,0,46.13066450104943,0.9523161306912679,0.0,0.956115175545569,0.0,0.0,3.4293277767219266,15.0
9,0,44.01840365303054,0.951173940339806,0.0,0.9585526778507938,0.0,0.0,3.472539943540355,15.0
10,0,51.13086730514643,0.9521640466590472,0.0,0.9380062861167062,0.0,0.0,3.3983772593887385,15.1
11,0,45.06109152815143,0.9527493903639993,0.0,0.8887328853105372,0.0,0.0,3.433326040032504,15.2
12,0,53.775626773857894,0.9523463789751574,0.0,0.8857469628553335,0.0,0.0,3.419475972730115,15.2
13,0,39.634827523820604,0.9501152277199553,0.0,0.7825709135584712,0.0,0.0,3.491105158290086,15.1
14,0,61.491551037835436,0.9529279337733781,0.0,0.9485459820719261,0.0,0.0,3.450803761199192,15.3
15,0,29.883243092777057,0.9530512259726295,0.0,0.8302957849440132,0.0,0.0,3.384002776231436,15.1
16,0,40.5198368268334,0.9521935307723259,0.0,0.9581389713189198,0.0,0.0,3.4363318017573,15.3
17,0,31.61491298957174,0.9521510736553013,0.0,0.6470145947355433,0.0,0.0,3.4432347978313342,15.2
18,0,34.99170321965135,0.952935977572869,0.0,0.8520408979589666,0.0,0.0,3.3986950648923977,15.2
19,0,34.99552520313791,0.9515706579872427,0.0,0.7695147533215784,0.0,0.0,3.4333620602137818,15.1
20,0,40.70971622338972,0.9517501679342357,0.0,0.8408092950067246,0.0,0.0,3.4383831580445516,15.2
21,0,39.24646145774069,0.9519788033096805,0.0,0.969992382258878,0.0,0.0,3.412800135928203,15.3
22,1,55.85131736469315,0.9523731899153618,0.0,0.9895592355923352,0.0,0.0,3.446157696784817,15.1
23,1,107.88748540765364,0.9507329335852835,0.0,0.9378313924928794,0.0006944444444444445,0.40340788343485934,3.4980251553181385,15.2
24,1,91.11648547349665,0.9507648878426151,0.0,0.9174485838976957,0.0,0.0,3.510789820227318,15.2
25,1,74.00515549948307,0.9520561758759112,0.0,0.9018150887095293,0.0,0.0,3.4705035047873536,15.4
26,1,99.04148055318517,0.9520888408149975,0.0,0.9173859096195789,0.0,0.0,3.4721888115831443,15.2
27,1,84.91545910475674,0.9516973302954979,0.0,0.9194045607859692,0.0,0.0,3.4825235383501685,15.2
28,1,74.61191331898894,0.9517771299042528,0.0,0.8909096125659108,0.0,0.0,3.431454474215803,15.3
29,1,90.67237972385682,0.9509409531873552,0.0,0.9478154334705085,0.0,0.0,3.5601213256747215,15.3
30,1,96.4603112691548,0.9514989012218689,0.0,0.8977408957281419,0.0,0.0,3.484063893222828,15.4
31,1,81.81170967643124,0.9502448267609114,0.0,0.9110621808255366,0.0,0.0,3.538984068335998,15.2
32,1,71.51978575089598,0.9509770160230201,0.0,0.7874330344449226,0.0,0.0,3.4872026281633373,15.2
33,1,119.67131945202301,0.9503030274205219,0.0,0.9312814675077754,0.0,0.0,3.540393204711191,15.2
34,1,109.65948080954121,0.951458345632578,0.0,0.9296358959136904,0.0,0.0,3.5017792917595405,15.2
35,1,90.88884755324707,0.9517622931534115,0.0,0.9762211589970261,0.0,0.0,3.461661942877189,15.5
36,1,92.31865215642388,0.9525260199657882,0.0,0.9380782201003536,0.0,0.0,3.4095049795689336,15.2
37,1,66.85090368031628,0.9513748787822012,0.0,0.8971724301642497,0.0,0.0,3.4735453871747217,15.3
38,1,73.753133465811,0.9522312526514881,0.0,0.8798245688721105,0.0,0.0,3.432889690562095,15.2
39,1,99.04491337670876,0.9506780143113297,0.0,0.9492754898151725,0.0,0.0,3.533103214257889,15.2
40,1,114.83031771412112,0.9514554131131385,0.0,0.9110809089060457,0.0,0.0,3.556724060501754,15.4
41,1,102.33249427739821,0.9500205411456296,0.0,0.9174897768758692,0.0006944444444444445,0.7763823435625433,3.5528250889834387,15.2
42,2,87.14480717319606,0.9504091564756763,0.0,0.9437926360547821,0.0006944444444444445,0.0,3.534785171587398,15.3
43,2,149.38022920137692,0.9502777371944098,0.0,0.846362574642339,0.0,0.0,3.5550915030646117,15.3
44,2,175.90265999237815,0.9501754244140478,0.0,0.9283907356789916,0.0,0.0,3.548819358045813,15.4
45,2,139.5455671035039,0.9509212408972553,0.0,0.9551224329238394,0.0020833333333333333,1.9856594019575682,3.5655819929987644,15.7
46,2,135.30389193557087,0.9507094079067043,0.0,0.8927674547547334,0.0,0.0,3.546112549606975,15.4
