episode,daily_cost_usd,min_voltage_pu,violation_rate_pct,service_quality,peak_mw,wall_s
0,134.33619376892773,0.9504747342342788,0.0,0.8465009075833094,3.429856848084832,15.6
1,131.72481059101426,0.9527609668283761,0.0,0.8349007497115339,3.435896016357018,14.2
2,209.71612545039687,0.9516522184652081,0.0,0.8617885999339138,3.4839047963562946,14.5
3,283.96629923794427,0.9465684275315328,2.430555555555556,0.9724490061339848,3.5705256672888446,14.6
4,244.00725239618293,0.9485271253450773,0.2777777777777778,0.9502769885789992,3.605779078266803,14.5
5,136.71037495457156,0.9528379540696401,0.0,0.6628645841167049,3.447966200545427,14.8
6,155.58881272887228,0.9521102040362152,0.0,0.7546240092214651,3.4726300871871523,14.1
7,145.77912265256694,0.9525521140042573,0.0,0.7175627657946406,3.410353900245744,14.1
8,96.43263524672463,0.9537832654488976,0.0,0.5973991724439872,3.349851502463775,14.5
9,142.17342781284358,0.9508930996165684,0.0,0.7301461487599746,3.4177564298250274,14.8
10,150.38646900346058,0.9527538855142337,0.0,0.7623462971432542,3.4253998205042273,14.2
11,150.92768967044535,0.9513588398348382,0.0,0.7553389792503701,3.488716771384536,14.0
12,144.49165061960588,0.9514772973814464,0.0,0.673294951828706,3.5119060916180143,14.1
13,158.53030730548772,0.9495019506238869,0.06944444444444445,0.7329402965616942,3.5009236585802364,14.2
14,136.70799480810595,0.9527795609579868,0.0,0.708548443691888,3.4574022685837282,14.1
15,116.49289407402526,0.9524177651696512,0.0,0.7098773258206696,3.3970838612588596,14.3
16,168.4527331724603,0.9526308030424776,0.0,0.7737929638476313,3.441477426713079,14.3
17,204.83598626245563,0.9461664725289034,0.4166666666666667,0.8403786205445464,3.6448238109980418,14.5
18,142.09744497576784,0.9490844499355994,0.06944444444444445,0.6695657970263206,3.521104885504707,14.3
19,110.27360026480684,0.9535589521006983,0.0,0.6910732829621575,3.3814126275337695,14.3
20,88.9400033298327,0.9549385199896955,0.0,0.6243797374245365,3.3478213925379157,14.3
21,87.79912975817733,0.9559815674314448,0.0,0.7002365322155031,3.3007261124051204,14.3
22,127.5374542083591,0.9524508272499332,0.0,0.7570930134040471,3.4431774934516715,14.1
23,164.3020124409284,0.9522267062355386,0.0,0.8366293403166897,3.4210755327799136,14.1
24,209.48256519618084,0.9488092895739495,0.4861111111111111,0.8514531561390485,3.5459328385689806,14.4
25,195.67064063679126,0.9511489190421274,0.0,0.8966914151713892,3.463530334812488,15.2
26,213.89419345462673,0.9478130605192254,0.4166666666666667,0.9160958823729658,3.5025080225456846,15.1
27,226.9179447014361,0.9483875568901551,0.3472222222222222,0.8707865111381706,3.576607789210571,15.1
28,228.81034060753157,0.950182035140241,0.0,0.8949417246549535,3.4971630653419714,14.7
29,225.74331486248983,0.9472720342780331,0.20833333333333334,0.8719881953812305,3.563889685110972,14.8
30,239.71120581686134,0.9497344951967983,0.20833333333333334,0.9291053019955247,3.5854846900206123,14.6
31,235.94098399137278,0.9500926939535979,0.0,0.8935388929529566,3.526984817022919,14.6
32,231.52503645117238,0.9507278330456204,0.0,0.9040854785979416,3.558684834603333,14.6
33,182.12249077392877,0.9517163223063791,0.0,0.7939000556514042,3.4410898051266288,14.8
34,202.3330377124993,0.9523567529838016,0.0,0.8899402802781309,3.493846136453042,14.6
35,140.4991485425271,0.9532435530312994,0.0,0.8017019688893964,3.3834842723308003,15.0
36,118.93553134803979,0.9538550939132266,0.0,0.8142064574000484,3.3529502582987467,15.2
37,161.81013404359493,0.9491958201739163,0.3472222222222222,0.8144793066035104,3.463700498431326,15.4
38,162.30095077451978,0.9488636187705448,0.1388888888888889,0.8407897380707148,3.5288929183013584,15.2
39,181.17144521637744,0.9516902127289315,0.0,0.835984612712651,3.4763331950004144,15.2
40,214.91852880622667,0.9452905900028054,1.8055555555555554,0.8235319055674858,3.6504362059356574,15.2
41,191.18092900171544,0.9473502154149815,0.3472222222222222,0.8627952664226209,3.572245692457458,15.1
