episode,stage,daily_cost_usd,min_voltage_pu,violation_rate_pct,service_quality,q_activation_freq,curtailed_kwh,peak_mw,wall_s
0,0,47.140920500820606,0.9546334577963776,0.0,0.9774441932928382,0.0,0.0,3.351042921129453,15.7
1,0,45.70370982817468,0.9543562366700061,0.0,0.9688524543376853,0.0,0.0,3.3481942729844074,15.1
2,0,45.68523642318213,0.954397834521845,0.0,0.8569739282126778,0.0,0.0,3.3743970612353635,15.0
3,0,28.113223879424098,0.9554068416889178,0.0,0.7878617483281632,0.0,0.0,3.331708249305777,15.1
4,0,35.0793037902088,0.9540287434397154,0.0,0.8495832218304985,0.0,0.0,3.3592978623438134,15.1
5,0,47.312111306424214,0.95370109298749,0.0,0.843646485127966,0.0,0.0,3.402880605080099,15.4
6,0,45.4550616137132,0.9545526722516445,0.0,0.7936352337482128,0.0,0.0,3.33951533729168,15.3
7,0,61.78166974526342,0.952904771989601,0.0,0.8161266937495748,0.0,0.0,3.349122049850441,15.3
8,0,51.49100716683642,0.9543651737043015,0.0,0.9077849216051397,0.0,0.0,3.349303768203829,15.3
9,0,55.84132219455739,0.9545583884862823,0.0,0.891730436827081,0.0,0.0,3.354816620584265,15.5
10,0,63.76047601741696,0.9543475786797074,0.0,0.8352346817373437,0.0,0.0,3.380487486952739,15.3
11,0,63.00829968099757,0.9543059567280873,0.0,0.8624808614176251,0.0,0.0,3.3565853509124124,15.3
12,0,55.0102877657456,0.9545574075332547,0.0,0.8376332768052009,0.0,0.0,3.368570805281627,15.3
13,0,74.59712587349638,0.951819389873855,0.0,0.9744284375137999,0.0,0.0,3.4506281008536344,15.3
14,0,71.62054400553558,0.9543344529104908,0.0,0.95704668980711,0.0,0.0,3.388149187207299,15.5
15,0,62.50050326287605,0.9544716365105321,0.0,0.9553361134267296,0.0,0.0,3.3388361629504097,15.3
16,0,69.93441291974887,0.9537901454088716,0.0,1.0,0.0,0.0,3.3695391228249885,15.2
17,0,60.155687826801035,0.95231549523488,0.0,0.9172838055397406,0.0,0.0,3.3805535750187925,15.2
18,0,65.22081234651507,0.9538797743943543,0.0,0.9497685487497508,0.0,0.0,3.3653461331290275,15.5
19,1,82.6817815008688,0.95259672105452,0.0,0.8439039884869305,0.0,0.0,3.424815745016181,15.3
20,1,136.9595395723895,0.9531738387056966,0.0,0.9176276051469742,0.0,0.0,3.4120588196122883,15.2
21,1,123.61830609572517,0.9516259097401121,0.0,0.9412189617216692,0.0,0.0,3.425626221951424,15.1
22,1,144.3562448063191,0.9517444803759878,0.0,0.9880418965823587,0.0,0.0,3.481210142616574,15.5
23,1,137.68218551830762,0.9519460941247724,0.0,0.857296375302605,0.0,0.0,3.4249905846948834,15.3
24,1,120.97578749584679,0.9517857544091941,0.0,0.9171223067911691,0.0,0.0,3.428247102141983,15.3
25,1,115.5124972713481,0.9530992411967386,0.0,0.8833226053662,0.0,0.0,3.3901793709216137,15.3
26,1,117.08952660192651,0.9517946495749309,0.0,0.8300041231192148,0.0,0.0,3.3934932645763625,15.3
27,1,128.73203568870318,0.9525865813066036,0.0,0.8979339686810343,0.0,0.0,3.4340170947828965,15.6
28,1,112.6836266621825,0.9540980997896836,0.0,0.8775354931639675,0.0,0.0,3.378390910387545,15.2
29,1,125.90459264489024,0.950577494453122,0.0,0.8528740159840008,0.0,0.0,3.428448687499193,15.2
30,1,116.29518156991124,0.9535404314077283,0.0,0.8578359128106642,0.0,0.0,3.3916005930834876,15.3
31,1,116.28678077158496,0.9515129697581463,0.0,0.8422984920287558,0.0,0.0,3.405481101039441,15.2
32,1,116.11618185597698,0.9529547230824584,0.0,0.8557010406567517,0.0,0.0,3.4283856088969147,15.4
33,1,123.71483181175222,0.9528707824416379,0.0,0.8999491334954035,0.0,0.0,3.44434053819592,15.3
34,1,145.13820764325556,0.9529676203569276,0.0,0.8952748178833406,0.0,0.0,3.4269407012456927,15.3
35,1,127.69057891617646,0.9533005320699274,0.0,0.9236808529010057,0.0,0.0,3.4341663481607823,15.3
36,1,147.9768790721851,0.9507070930532233,0.0,0.9359713206368274,0.0,0.0,3.4050907219331643,15.4
37,1,150.04829824469113,0.9500889240565094,0.0,0.9640344798578913,0.001388888888888889,0.0,3.4566023383395006,15.4
38,1,147.14751149505122,0.9520132898910096,0.0,0.9650713367487187,0.0,0.0,3.429379314394458,15.4
39,2,133.13491201751043,0.9515972271876348,0.0,0.9733454725658104,0.0,0.0,3.450270178229327,15.5
40,2,201.40791994958147,0.9501382600437537,0.0,0.9104114866445113,0.002777777777777778,0.0,3.525768860699641,15.6
41,2,195.47822892143972,0.9502416172285104,0.0,0.9030162460369848,0.0,0.0,3.4888143638068354,15.7
42,2,209.66062475527713,0.9504113764348112,0.0,0.9885593950773658,0.0020833333333333333,0.0,3.5292893133798304,15.5
43,2,200.4916922581869,0.9505864499861575,0.0,0.9356310667088983,0.0006944444444444445,0.0,3.4460364564982586,15.5
44,2,212.32261395056355,0.9500560194359823,0.0,0.9295042855843735,0.002777777777777778,0.0,3.5057503916437143,15.5
45,2,218.42413068091753,0.9500188959659887,0.0,0.9862983848166054,0.004861111111111111,0.0,3.549997234481454,15.9
46,2,232.30283424788132,0.9502099739401902,0.0,0.9706995442943134,0.025,0.0,3.5096306905094146,16.1
47,2,228.77917908109038,0.9500255522535318,0.0,0.9291899776613691,0.02013888888888889,0.0,3.5370667743743214,15.7
48,2,212.89053645108905,0.950017721223602,0.0,0.9438136063078104,0.008333333333333333,0.0,3.537730808970305,15.4
49,2,221.21613969047266,0.9516375963165149,0.0,0.9634295664879109,0.0,0.0,3.462989052717253,15.3
50,2,216.2855075556086,0.9500612685655012,0.0,0.9703188373223606,0.0020833333333333333,0.0,3.507643481096414,15.5
51,2,231.20707588991783,0.9500313699531118,0.0,0.995140321260046,0.00625,0.0,3.538262498290952,15.5
52,2,208.81608665729522,0.9500479114193341,0.0,0.919560066226687,0.00625,0.0,3.5254022621402674,15.4
53,2,201.29279859766473,0.9519805128462584,0.0,0.9573893696070462,0.0,0.0,3.4424442673469624,15.4
54,2,224.58429445121817,0.9503961233928221,0.0,0.9707173216808715,0.006944444444444444,0.0,3.547082463785045,15.6
55,2,189.75921243268505,0.9513144406592852,0.0,0.8984046040937574,0.0,0.0,3.4954220528801456,15.3
56,2,212.9130741856858,0.9501131455063182,0.0,0.932434426079652,0.0,0.0,3.5455832571633605,15.3
57,2,215.77941006836025,0.9505790600975258,0.0,0.9874707925051439,0.001388888888888889,0.0,3.5925534235292145,15.3
58,2,204.7213093482473,0.9503207011241092,0.0,0.9793657711193162,0.0006944444444444445,0.0,3.517577321209328,15.5
59,3,222.8874378547873,0.950269221320319,0.0,0.9822134705088573,0.002777777777777778,0.0,3.563746373606831,15.3
60,3,285.7412639978598,0.9500358550227578,0.0,0.9425700988654482,0.034027777777777775,0.0,3.6719637029504675,16.3
61,3,261.75971655352583,0.950162406465938,0.0,0.9538251061784612,0.001388888888888889,0.0,3.5633716100622044,15.3
62,3,280.1473731301991,0.9500039228453288,0.0,0.9629864402684968,0.017361111111111112,0.0,3.610726629657522,15.7
63,3,269.2678360526941,0.9500152624062149,0.0,0.9275006247135582,0.0020833333333333333,0.0,3.5614225263041597,15.5
