episode,stage,daily_cost_usd,min_voltage_pu,violation_rate_pct,service_quality,q_activation_freq,curtailed_kwh,peak_mw,wall_s
0,0,28.629160032257456,0.9562836504220372,0.0,0.8630219817173777,0.0,0.0,3.2914445912912127,15.8
1,0,33.390781075382336,0.9537656795246144,0.0,0.8564679183072014,0.0,0.0,3.382602321127454,15.2
2,0,35.49681011412207,0.9536594299151521,0.0,0.8311742138090272,0.0,0.0,3.391664722611919,15.1
3,0,27.41466860950316,0.95539987197571,0.0,0.7744212690726977,0.0,0.0,3.3321839829799176,15.2
4,0,31.425059029884714,0.9536139869243314,0.0,0.7438583541493885,0.0,0.0,3.359154051254843,15.3
5,0,28.1144437067225,0.9541381044738868,0.0,0.7039280069207072,0.0,0.0,3.3679203484497275,15.4
6,0,22.323594763790506,0.955469491121323,0.0,0.6423244846851017,0.0,0.0,3.320115190264398,15.2
7,0,27.03790030960413,0.9558230861142561,0.0,0.7040708514926606,0.0,0.0,3.2910655359591146,15.2
8,0,28.17916594583287,0.9553865266365305,0.0,0.700698964139762,0.0,0.0,3.332740520789719,15.2
9,0,25.910680836011426,0.9555580683689544,0.0,0.6216575809784375,0.0,0.0,3.325312795673442,15.4
10,0,45.14508284623883,0.9555148009845629,0.0,0.7873678883327444,0.0,0.0,3.328158136624087,15.4
11,0,31.816446018166136,0.9559380380891861,0.0,0.8305853539135705,0.0,0.0,3.3028617493846046,15.2
12,0,39.137176980497195,0.9554421680356097,0.0,0.7586443546174154,0.0,0.0,3.3409077977019495,15.3
13,0,31.60666597587938,0.9533958058485119,0.0,0.600182482770994,0.0,0.0,3.411317966339813,15.5
14,0,35.545236305443275,0.9561309061324945,0.0,0.7338944623376663,0.0,0.0,3.326299956405975,15.3
15,0,33.711819405702805,0.9552955295246004,0.0,0.8426042909345756,0.0,0.0,3.318742069642362,15.2
16,0,51.73162376013166,0.9544077721198966,0.0,0.9293267108628703,0.0,0.0,3.354595302905643,15.2
17,0,35.17390525316501,0.9550737367760457,0.0,0.7800185105089275,0.0,0.0,3.3232328219969145,15.3
18,0,34.93736673592383,0.9550679289758622,0.0,0.8607719811382399,0.0,0.0,3.324308210511165,15.4
19,0,56.58187477008203,0.9524913715671239,0.0,0.9410828062674115,0.0,0.0,3.4246771998094236,15.3
20,0,45.90813306352888,0.9540029228441362,0.0,0.8036499448446778,0.0,0.0,3.3775631616607957,15.3
21,0,41.033586296621046,0.9549748156077597,0.0,0.9294028561400939,0.0,0.0,3.3560432266563893,15.3
