episode,stage,daily_cost_usd,min_voltage_pu,violation_rate_pct,service_quality,q_activation_freq,curtailed_kwh,peak_mw,wall_s
0,0,10.703974737054475,0.954658178531351,0.0,0.7523951821112431,0.0,0.0,3.351111584396854,15.7
1,0,9.984050373127516,0.9547280493825427,0.0,0.7659430481247052,0.0,0.0,3.3288709480343495,15.1
2,0,15.790146051108788,0.9561049084929258,0.0,0.7703223169974792,0.0,0.0,3.3172985296553033,15.1
3,0,13.512279372331665,0.9557897175761647,0.0,0.629417775195667,0.0,0.0,3.3033812520630037,15.2
4,0,11.529588859372884,0.9531773032917208,0.0,0.8510145193744941,0.0,0.0,3.3974509828519293,15.2
5,0,17.12794975110401,0.9562013347782535,0.0,0.7623623250189012,0.0,0.0,3.315125709024132,15.4
6,0,11.778669463724832,0.9545770432418544,0.0,0.580456138574244,0.0,0.0,3.357929669969918,15.2
7,0,11.541990669062493,0.9543300633536901,0.0,0.7114450320439619,0.0,0.0,3.352766903978218,15.1
8,0,12.258291587048284,0.9557469973271224,0.0,0.6937957021499807,0.0,0.0,3.3195732387191352,15.2
9,0,19.205451603773287,0.9550692421898282,0.0,0.8120066802091312,0.0,0.0,3.3448653591307496,15.4
10,0,23.78528641347449,0.9551386826381413,0.0,0.7970765589641229,0.0,0.0,3.332086283694585,15.2
11,0,16.713388986232843,0.9553307995212188,0.0,0.8676055106383708,0.0,0.0,3.3418370733243314,15.2
12,0,17.261143332189082,0.9539316209989896,0.0,0.7637829338046119,0.0,0.0,3.3625122372887164,15.2
13,0,15.568567642159824,0.9536383158810318,0.0,0.6624727487182859,0.0,0.0,3.3791599584028726,15.4
14,0,9.670668941069607,0.9564635753097908,0.0,0.5539021190444428,0.0,0.0,3.291356290230576,15.2
15,0,15.5499764295134,0.9562309381197817,0.0,0.8088293268489858,0.0,0.0,3.293221038679219,15.2
16,0,14.619523211577876,0.9554041583656612,0.0,0.8456780175962288,0.0,0.0,3.328616034926777,15.2
17,0,14.596436280972487,0.9543893029570422,0.0,0.834897550627261,0.0,0.0,3.359625033227929,15.2
18,0,12.66547438033536,0.9560223437652896,0.0,0.7673193635235463,0.0,0.0,3.309942870644447,15.5
19,0,11.631590538609071,0.956133047923874,0.0,0.6532748239314646,0.0,0.0,3.2978180344935915,15.3
20,0,14.358547078131082,0.9551170836955795,0.0,0.7300728058720232,0.0,0.0,3.338024458092569,15.2
21,0,25.778236944373266,0.9558496458060561,0.0,0.8667112122060411,0.0,0.0,3.3167530089856188,15.0
22,0,29.035659972160317,0.9544432784883888,0.0,0.8729070462082839,0.0,0.0,3.3576606555720785,15.1
23,0,19.76005689631476,0.9505595038226761,0.0,0.7340922973107515,0.0,0.0,3.4522088119891574,15.3
24,0,14.480498300357759,0.9540590795579921,0.0,0.7354610350547222,0.0,0.0,3.3692443361235602,15.1
25,0,16.5572973254005,0.9554599231647826,0.0,0.7815562100100486,0.0,0.0,3.3195043139919127,15.1
26,0,22.52994860566308,0.952353412533364,0.0,0.7933328047018949,0.0,0.0,3.4355883027043204,15.0
27,0,20.236448094125485,0.9544054111936127,0.0,0.7874194009892281,0.0,0.0,3.353816621232729,15.3
28,0,16.35963542746764,0.9555815015751891,0.0,0.7661392010931115,0.0,0.0,3.3360318844063857,15.1
29,0,18.53701198751296,0.9533393860331763,0.0,0.7893244329315396,0.0,0.0,3.4180467479191705,15.2
30,0,19.304306335140577,0.954479545209438,0.0,0.6756152840008294,0.0,0.0,3.3333252171398398,15.1
31,0,10.473438256193345,0.954458940505743,0.0,0.77500382343353,0.0,0.0,3.344769341110923,15.1
32,0,15.808846496096912,0.955780819102247,0.0,0.6804518516822876,0.0,0.0,3.3202988355462737,15.3
33,0,9.145221452811803,0.9536359916450775,0.0,0.6620397271369742,0.0,0.0,3.3810380621652163,15.1
34,0,16.295725987977235,0.9545241258954154,0.0,0.7260750536169605,0.0,0.0,3.3458338735211757,15.1
35,0,15.221211994272853,0.9545186999509137,0.0,0.642036997897629,0.0,0.0,3.374905206627872,15.1
36,0,16.152214987070785,0.9550373000203402,0.0,0.7300796644696516,0.0,0.0,3.335800042480504,15.3
37,0,12.438364680406682,0.9552144382725846,0.0,0.8548702664670895,0.0,0.0,3.3127014347027433,15.1
38,0,21.277848374903602,0.952763988452854,0.0,0.8246952536475859,0.0,0.0,3.4230722150631343,15.1
39,0,13.513671582506609,0.9551293542170032,0.0,0.7525012556581294,0.0,0.0,3.3431874977412313,15.2
