episode,stage,daily_cost_usd,min_voltage_pu,violation_rate_pct,service_quality,q_activation_freq,curtailed_kwh,peak_mw,wall_s
0,0,29.20540618665433,0.9554521597346913,0.0,0.831854965654095,0.0,0.0,3.334302736322259,16.3
1,0,25.544197791315653,0.955310892919042,0.0,0.7481631520270472,0.0,0.0,3.3431669437564597,15.9
2,0,29.262621356380695,0.9545471158508597,0.0,0.6957278089067218,0.0,0.0,3.371548476215195,15.9
3,0,28.407104778671574,0.954952526695354,0.0,0.8172990171251495,0.0,0.0,3.347756507877585,15.9
4,0,44.50185333504058,0.9525029166188953,0.0,0.8974080530662084,0.0,0.0,3.376096060759778,16.2
5,0,42.24726520601067,0.9539333459504237,0.0,0.6924107060904884,0.0,0.0,3.365312368146582,16.2
6,0,31.820461938613107,0.9549390937229768,0.0,0.7197023228488596,0.0,0.0,3.325071769625517,15.7
7,0,33.55088157995811,0.9546101939619895,0.0,0.6783693032152203,0.0,0.0,3.3202525759769803,15.7
8,0,37.16262915807833,0.9550909502776794,0.0,0.7517101201780318,0.0,0.0,3.323679434927481,15.7
9,0,35.66267364002027,0.9547957911869795,0.0,0.8105677505991415,0.0,0.0,3.3418095987911123,16.0
10,0,38.14890446018625,0.9546994271285761,0.0,0.7496490731339688,0.0,0.0,3.3583997309024176,16.0
11,0,33.03850327121974,0.9550103501477931,0.0,0.8439617980271968,0.0,0.0,3.3513264080933727,16.0
12,0,32.08965022352157,0.9545401839646366,0.0,0.7031725674905652,0.0,0.0,3.369190129005871,16.0
13,0,31.15139062192832,0.9547748760038124,0.0,0.7098803530947064,0.0,0.0,3.335799163201286,16.0
14,0,38.1289930066722,0.9550202866831202,0.0,0.8130743590204539,0.0,0.0,3.3756420535788423,16.2
15,0,30.299271419996405,0.9555637407435214,0.0,0.7623567780544963,0.0,0.0,3.308501544390718,16.0
16,0,31.70702723497439,0.9534407603587721,0.0,0.8869420612197574,0.0,0.0,3.3694078703475108,16.2
17,0,32.145316251861466,0.9547353107579812,0.0,0.722353292701034,0.0,0.0,3.327182559131827,16.2
18,0,38.06391799352813,0.954916676574088,0.0,0.7929018624459345,0.0,0.0,3.311660996758593,16.5
19,0,34.9405811164998,0.9541107401471339,0.0,0.7015557571326707,0.0,0.0,3.4024322242093725,16.2
20,0,42.392047364426205,0.9542645231675704,0.0,0.828590016655598,0.0,0.0,3.351232541282018,16.1
21,0,31.32803116345918,0.9545085071075836,0.0,0.7522554718491914,0.0,0.0,3.3596565814989625,16.1
22,0,46.075076548448656,0.9553497860352607,0.0,0.9357295740228273,0.0,0.0,3.356230604863281,16.3
23,0,37.428677999435536,0.9533448690853713,0.0,0.7409851515337025,0.0,0.0,3.3643224937277414,16.0
24,0,36.125835208786,0.9526148599841792,0.0,0.744415109860583,0.0,0.0,3.3780787549028157,15.8
25,0,39.28443965128986,0.9553101984262437,0.0,0.8152283672588553,0.0,0.0,3.333049363267842,15.9
26,0,35.79362129927717,0.9549310184188143,0.0,0.7900020088566578,0.0,0.0,3.32378251792123,16.0
27,0,35.50733185301734,0.9542557463120734,0.0,0.6992155229019178,0.0,0.0,3.3639671622823863,16.3
28,0,27.231083498089117,0.9552019103021857,0.0,0.7242112536425077,0.0,0.0,3.3124765097128934,15.9
29,0,29.71653271921578,0.9552376462481388,0.0,0.7637552633310828,0.0,0.0,3.3039541403895396,16.0
30,0,34.10929326068121,0.9554568029146061,0.0,0.7948791111704971,0.0,0.0,3.3167808179072598,15.8
31,0,37.36890404998313,0.9544682876553434,0.0,0.8289367742032467,0.0,0.0,3.347254013883862,15.9
32,0,32.60144451185315,0.9542159700496478,0.0,0.7401819833889495,0.0,0.0,3.3703550239959235,16.2
33,0,32.170600180716534,0.9548958600423649,0.0,0.7335673658771079,0.0,0.0,3.325967715596425,16.0
34,0,39.82468876770376,0.9557206017981159,0.0,0.8806458286520157,0.0,0.0,3.318565915448512,15.8
35,0,37.091212059597865,0.9560629667688235,0.0,0.8654205011936947,0.0,0.0,3.3134079627687645,15.6
36,0,32.62974313413225,0.9547274007623867,0.0,0.8104915784367779,0.0,0.0,3.3362586492986215,16.0
37,0,27.686062278238477,0.9538778204223082,0.0,0.6935308488450855,0.0,0.0,3.359907665324368,16.0
38,0,42.13883780907116,0.9541635592195553,0.0,0.8602774018359363,0.0,0.0,3.3512915316794425,16.0
39,0,35.461728049386004,0.9538090338321735,0.0,0.807264700524784,0.0,0.0,3.352948517524497,15.9
40,0,32.62823420681248,0.9549882421894272,0.0,0.7067764601840847,0.0,0.0,3.334760459591708,16.0
41,0,32.969511499410515,0.9544125246683405,0.0,0.6995206009483917,0.0,0.0,3.3606335093807775,16.2
42,0,31.76367060678995,0.9552105115607685,0.0,0.8060847943578866,0.0,0.0,3.3438060842031594,15.9
43,0,34.72056263681637,0.9547346268957946,0.0,0.7335868272389944,0.0,0.0,3.321610276106984,16.0
44,0,31.548363371862184,0.9557819927227446,0.0,0.7862363400404897,0.0,0.0,3.33306701794859,16.0
45,0,30.55030182764529,0.9552365187610953,0.0,0.8435446119204261,0.0,0.0,3.3228868208985274,16.3
46,0,40.94345961761923,0.9542290806557382,0.0,0.8691948902834926,0.0,0.0,3.3695914159764806,16.6
47,0,34.96547047024395,0.9553264135775257,0.0,0.7658405471478611,0.0,0.0,3.3241005785792908,16.0
48,0,38.62909821701181,0.9537284302358505,0.0,0.7011402691467669,0.0,0.0,3.373821986511925,16.2
49,0,38.44800325587406,0.9552750947318414,0.0,0.9154574236798841,0.0,0.0,3.3584493147131274,16.3
50,0,29.8992852258271,0.95453171724223,0.0,0.8902488810801301,0.0,0.0,3.337380722348416,16.0
51,0,37.997025603585584,0.9525600122152711,0.0,0.8180010681916239,0.0,0.0,3.4013228020836874,15.9
52,0,31.781304652157825,0.9540105548693569,0.0,0.7964247033485067,0.0,0.0,3.3550820479951913,15.9
53,0,26.088226916491717,0.9547970193158462,0.0,0.8234818666078334,0.0,0.0,3.3573099324169933,15.8
54,0,36.13190722135667,0.9540582006527375,0.0,0.7949610979551262,0.0,0.0,3.345061032543091,16.2
55,0,37.33343394782393,0.95549257862652,0.0,0.8771138191532694,0.0,0.0,3.3217394338144377,15.8
56,0,31.40050279191284,0.9555636500045397,0.0,0.8689498483190436,0.0,0.0,3.3235713456812337,15.9
57,0,33.572543419436535,0.9558246925898785,0.0,0.9275906038045426,0.0,0.0,3.3141890663208953,16.3
58,0,40.465171032766854,0.9542300254892013,0.0,0.8186518548005076,0.0,0.0,3.3536909760212623,16.1
59,0,41.221846904085616,0.9530617168085701,0.0,0.8963783241131753,0.0,0.0,3.393055938102962,16.2
60,0,29.467259862289566,0.9541449447064618,0.0,0.6978481620127556,0.0,0.0,3.329176747418394,16.2
61,0,32.46886982059843,0.9565907030545278,0.0,0.7435137167755188,0.0,0.0,3.2781902004816406,16.0
62,0,37.778106214172226,0.9530959658660705,0.0,0.7806534572377681,0.0,0.0,3.3613251666164614,16.5
63,0,28.81466178543169,0.9553530611160648,0.0,0.6910192012827115,0.0,0.0,3.3360962233605496,16.4
64,0,35.17433022401351,0.9556815068886795,0.0,0.7782989965236715,0.0,0.0,3.331039354344423,16.6
65,0,34.876508054341954,0.9545321571006725,0.0,0.7184073488991513,0.0,0.0,3.3807865958762875,16.6
66,0,38.1810557359931,0.9544926484812067,0.0,0.728900469180641,0.0,0.0,3.3737955651456275,16.2
67,0,32.51054553851938,0.954251769184425,0.0,0.8392580114893385,0.0,0.0,3.348227895830679,15.9
